annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,var_05,skewness,avg_daily_turnover,avg_gross_exposure,avg_net_exposure,avg_transaction_cost,n_long_positions_total,n_short_positions_total,n_rebalance_dates,avg_long_per_rebal,avg_short_per_rebal
0.09427193749831497,0.17706945832674287,0.5977998710554262,0.7368907748206917,0.5462117221420368,-0.1725923001590224,-0.01641549643003526,-0.5667671105892418,0.0007372454311934919,1.0,1.0,7.372454311934918e-07,2795935,2795935,361,7745.0,7745.0
